status_id,word,lemma,pos,ner
1439739587694268416,according,accord,VBG,O
1439739587694268416,to,to,IN,O
1439739587694268416,a,a,DT,O
1439739587694268416,Stanford,Stanford,NNP,ORGANIZATION
1439739587694268416,Medicine,Medicine,NNP,ORGANIZATION
1439739587694268416,study,study,NN,O
1439739587694268416,",",",",",",O
1439739587694268416,typically,typically,RB,O
1439739587694268416,…,…,",",O
1439738737689350149,Congratulations,congratulation,NNS,O
1439738737689350149,#LauraLoomer,#lauraloomer,VBP,O
1439738737689350149,you,you,PRP,O
1439738737689350149,got,get,VBD,O
1439738737689350149,what,what,WP,O
1439738737689350149,you,you,PRP,O
1439738737689350149,wished,wish,VBD,O
1439738737689350149,for,for,IN,O
1439738737689350149,.,.,.,O
1439738737689350149,But,but,CC,O
1439738737689350149,you,you,PRP,O
1439738737689350149,wished,wish,VBD,O
1439738737689350149,you,you,PRP,O
1439738737689350149,got,get,VBD,O
1439738737689350149,your,you,PRP$,O
1439738737689350149,#COVID19Vaccine,#covid19vaccine,NN,O
1439738737689350149,huh,huh,UH,O
1439738737689350149,?,?,.,O
1439737837134303241,Covid,Covid,NNP,O
1439737837134303241,vaccine,vaccine,NN,O
1439737837134303241,injuries,injury,NNS,O
1439737837134303241,FDA,FDA,NNP,ORGANIZATION
1439737837134303241,report,report,NN,O
1439737837134303241,:,:,:,O
1439737837134303241,#covidvaccine,#covidvaccine,GW,O
1439737837134303241,#vaccinemandate,#vaccinemandate,GW,O
1439737837134303241,#FDA,#fda,GW,O
1439737837134303241,#covid19,#covid19,GW,O
1439737837134303241,#covid19vaccine,#covid19vaccine,GW,O
1439737837134303241,https://t.co/04cIMXNL6z,https://t.co/04cimxnl6z,ADD,URL
1439737665163649025,RT,rt,NN,O
1439737665163649025,@AChVoice,@achvoice,NN,HANDLE
1439737665163649025,:,:,:,O
1439737665163649025,[,[,-LRB-,O
1439737665163649025,Issue,issue,NN,O
1439737665163649025,282,282,CD,NUMBER
1439737665163649025,],],-RRB-,O
1439737665163649025,When,when,WRB,O
1439737665163649025,#Depression,#Depression,NNP,O
1439737665163649025,Weighs,weigh,VBZ,O
1439737665163649025,You,you,PRP,O
1439737665163649025,Down,down,RP,O
1439737665163649025,Such,such,JJ,O
1439737665163649025,That,that,IN,O
1439737665163649025,You,you,PRP,O
1439737665163649025,Ca,can,MD,O
1439737665163649025,n't,not,RB,O
1439737665163649025,Eat,eat,VB,O
1439737665163649025,",",",",",",O
1439737665163649025,Work,work,VB,O
1439737665163649025,or,or,CC,O
1439737665163649025,Think,think,VB,O
1439737665163649025,&,&,CC,O
1439737665163649025,Coping,Coping,NNP,O
1439737665163649025,and,and,CC,O
1439737665163649025,#PainManagement,#PainManagement,NNP,O
1439737665163649025,Strategies,Strategies,NNP,O
1439737665163649025,f,f,NN,O
1439737665163649025,…,…,",",O
1439737490340864000,This,this,DT,O
1439737490340864000,is,be,VBZ,O
1439737490340864000,my,my,PRP$,O
1439737490340864000,favorite,favorite,JJ,O
1439737490340864000,#Covid19vaccine,#covid19vaccine,NN,O
1439737490340864000,video,video,NN,O
1439737490340864000,on,on,IN,O
1439737490340864000,TikTok,TikTok,NNP,O
1439737490340864000,right,right,RB,DATE
1439737490340864000,now,now,RB,DATE
1439737490340864000,.,.,.,O
1439737490340864000,https://t.co/g4VvHPIX1f,https://t.co/g4vvhpix1f,ADD,URL
1439737490340864000,https://t.co/AdzdVE2sBe,https://t.co/adzdve2sbe,ADD,URL
1439737128129155075,RT,rt,NN,O
1439737128129155075,@GeorgeRChelberg,@georgerchelberg,NN,HANDLE
1439737128129155075,:,:,:,O
1439737128129155075,Thank,thank,VBP,O
1439737128129155075,you,you,PRP,O
1439737128129155075,for,for,IN,O
1439737128129155075,inviting,invite,VBG,O
1439737128129155075,us,we,PRP,O
1439737128129155075,to,to,TO,O
1439737128129155075,be,be,VB,O
1439737128129155075,a,a,DT,O
1439737128129155075,part,part,NN,O
1439737128129155075,of,of,IN,O
1439737128129155075,your,you,PRP$,O
1439737128129155075,amazing,amazing,JJ,O
1439737128129155075,Community,community,NN,MISC
1439737128129155075,Vacc,Vacc,NNP,MISC
1439737128129155075,Day,Day,NNP,DURATION
1439737128129155075,@Wuchopperen,@Wuchopperen,NNP,HANDLE
1439737128129155075,and,and,CC,O
1439737128129155075,to,to,TO,O
1439737128129155075,see,see,VB,O
1439737128129155075,all,all,PDT,O
1439737128129155075,the,the,DT,O
1439737128129155075,wonderful,wonderful,JJ,O
1439737128129155075,th,th,IN,O
1439737128129155075,…,…,",",O
1439736173614620672,If,if,IN,O
1439736173614620672,you,you,PRP,O
1439736173614620672,refuse,refuse,VBP,O
1439736173614620672,to,to,TO,O
1439736173614620672,get,get,VB,O
1439736173614620672,vaccinated,vaccinate,VBN,O
1439736173614620672,and,and,CC,O
1439736173614620672,insist,insist,VB,O
1439736173614620672,on,on,IN,O
1439736173614620672,forcing,force,VBG,O
1439736173614620672,other,other,JJ,O
1439736173614620672,people,people,NNS,O
1439736173614620672,to,to,TO,O
1439736173614620672,have,have,VB,O
1439736173614620672,contact,contact,NN,O
1439736173614620672,with,with,IN,O
1439736173614620672,you,you,PRP,O
1439736173614620672,",",",",",",O
1439736173614620672,you,you,PRP,O
1439736173614620672,are,be,VBP,O
1439736173614620672,basically,basically,RB,O
1439736173614620672,assa,assa,JJ,O
1439736173614620672,…,…,",",O
1439736173614620672,https://t.co/I77YoQbk34,https://t.co/i77yoqbk34,ADD,URL
1439735039147737088,RT,rt,NN,O
1439735039147737088,@labdownunder,@labdownunder,NN,HANDLE
1439735039147737088,:,:,:,O
1439735039147737088,A,a,DT,O
1439735039147737088,great,great,JJ,O
1439735039147737088,open,open,JJ,O
1439735039147737088,letter,letter,NN,O
1439735039147737088,by,by,IN,O
1439735039147737088,@CosmosMagazine,@CosmosMagazine,NNP,HANDLE
1439735039147737088,editor,editor,NN,TITLE
1439735039147737088,in,in,IN,O
1439735039147737088,chief,chief,JJ,O
1439735039147737088,@ElizabethFinkel,@elizabethfinkel,NN,HANDLE
1439735039147737088,to,to,IN,O
1439735039147737088,those,those,DT,O
1439735039147737088,of,of,IN,O
1439735039147737088,you,you,PRP,O
1439735039147737088,who,who,WP,O
1439735039147737088,may,may,MD,O
1439735039147737088,still,still,RB,O
1439735039147737088,be,be,VB,O
1439735039147737088,hesitant,hesitant,JJ,O
1439735039147737088,about,about,IN,O
1439735039147737088,g,g,NN,O
1439735039147737088,…,…,",",O
1439733519769554951,@StoneSculptorJN,@StoneSculptorJN,NNP,HANDLE
1439733519769554951,@terriblewis1,@terriblewis1,VBD,O
1439733519769554951,the,the,DT,O
1439733519769554951,vaccine,vaccine,NN,O
1439733519769554951,efficacy,efficacy,NN,O
1439733519769554951,was,be,VBD,O
1439733519769554951,95.4,95.4,CD,PERCENT
1439733519769554951,%,%,NN,PERCENT
1439733519769554951,(,(,-LRB-,O
1439733519769554951,95,95,CD,PERCENT
1439733519769554951,%,%,NN,PERCENT
1439733519769554951,CI,ci,NN,O
1439733519769554951,86.0,86.0,CD,NUMBER
1439733519769554951,-,-,HYPH,NUMBER
1439733519769554951,99.1,99.1,CD,NUMBER
1439733519769554951,),),-RRB-,O
1439733519769554951,in,in,IN,O
1439733519769554951,"13,218","13,218",CD,NUMBER
1439733519769554951,participants,participant,NNS,O
1439733519769554951,ages,age,NNS,O
1439733519769554951,16,16,CD,NUMBER
1439733519769554951,and,and,CC,O
1439733519769554951,…,…,",",O
1439733519769554951,https://t.co/jIVdlgMW2l,https://t.co/jivdlgmw2l,ADD,URL
1439733230249418755,RT,rt,NN,O
1439733230249418755,@blackwomenviews,@blackwomenviews,NNS,HANDLE
1439733230249418755,:,:,:,O
1439733230249418755,Tweeting,tweet,VBG,O
1439733230249418755,this,this,DT,O
1439733230249418755,"""","""",``,O
1439733230249418755,Black,black,JJ,O
1439733230249418755,COVID,covid,NN,O
1439733230249418755,-,-,HYPH,O
1439733230249418755,19,19,CD,O
1439733230249418755,Experts,expert,NNS,O
1439733230249418755,"""","""",'',O
1439733230249418755,list,list,NN,O
1439733230249418755,again,again,RB,O
1439733230249418755,for,for,IN,O
1439733230249418755,those,those,DT,O
1439733230249418755,interested,interested,JJ,O
1439733230249418755,in,in,IN,O
1439733230249418755,following,follow,VBG,O
1439733230249418755,trustworthy,trustworthy,JJ,O
1439733230249418755,leaders,leader,NNS,O
1439733230249418755,in,in,IN,O
1439733230249418755,the,the,DT,O
1439733230249418755,medical,medical,JJ,O
1439733230249418755,…,…,",",O
1439733199014436865,RT,rt,NN,O
1439733199014436865,@StanfordMed,@stanfordmed,VBD,O
1439733199014436865,:,:,:,O
1439733199014436865,Allergic,allergic,JJ,O
1439733199014436865,reactions,reaction,NNS,O
1439733199014436865,to,to,IN,O
1439733199014436865,the,the,DT,O
1439733199014436865,new,new,JJ,O
1439733199014436865,mRNA,mrna,NN,O
1439733199014436865,-,-,HYPH,O
1439733199014436865,based,base,VBN,O
1439733199014436865,COVID,COVID,NNP,O
1439733199014436865,-,-,HYPH,O
1439733199014436865,19,19,CD,O
1439733199014436865,vaccines,vaccine,NNS,O
1439733199014436865,are,be,VBP,O
1439733199014436865,rare,rare,JJ,O
1439733199014436865,",",",",",",O
1439733199014436865,and,and,CC,O
1439733199014436865,according,accord,VBG,O
1439733199014436865,to,to,IN,O
1439733199014436865,a,a,DT,O
1439733199014436865,Stanford,Stanford,NNP,ORGANIZATION
1439733199014436865,Medicine,Medicine,NNP,ORGANIZATION
1439733199014436865,study,study,NN,O
1439733199014436865,",",",",",",O
1439733199014436865,typically,typically,RB,O
1439733199014436865,…,…,",",O
1439733161152352261,RT,rt,NN,O
1439733161152352261,@StanfordMed,@stanfordmed,VBD,O
1439733161152352261,:,:,:,O
1439733161152352261,Allergic,allergic,JJ,O
1439733161152352261,reactions,reaction,NNS,O
1439733161152352261,to,to,IN,O
1439733161152352261,the,the,DT,O
1439733161152352261,new,new,JJ,O
1439733161152352261,mRNA,mrna,NN,O
1439733161152352261,-,-,HYPH,O
1439733161152352261,based,base,VBN,O
1439733161152352261,COVID,COVID,NNP,O
1439733161152352261,-,-,HYPH,O
1439733161152352261,19,19,CD,O
1439733161152352261,vaccines,vaccine,NNS,O
1439733161152352261,are,be,VBP,O
1439733161152352261,rare,rare,JJ,O
1439733161152352261,",",",",",",O
1439733161152352261,and,and,CC,O
1439733161152352261,according,accord,VBG,O
1439733161152352261,to,to,IN,O
1439733161152352261,a,a,DT,O
1439733161152352261,Stanford,Stanford,NNP,ORGANIZATION
1439733161152352261,Medicine,Medicine,NNP,ORGANIZATION
1439733161152352261,study,study,NN,O
1439733161152352261,",",",",",",O
1439733161152352261,typically,typically,RB,O
1439733161152352261,…,…,",",O
1439731908171161602,RT,rt,NN,O
1439731908171161602,@BellevueHosp,@bellevuehosp,NN,HANDLE
1439731908171161602,:,:,:,O
1439731908171161602,Meet,meet,VB,O
1439731908171161602,the,the,DT,O
1439731908171161602,NYC,NYC,NNP,O
1439731908171161602,Health,health,NN,O
1439731908171161602,+,+,SYM,O
1439731908171161602,Hospitals,hospital,NNS,O
1439731908171161602,@BellevueHosp,@bellevuehosp,NN,HANDLE
1439731908171161602,#NYCVaxChamps,#nycvaxchamps,NNS,O
1439731908171161602,!,!,.,O
1439731908171161602,You,you,PRP,O
1439731908171161602,can,can,MD,O
1439731908171161602,visit,visit,VB,O
1439731908171161602,the,the,DT,O
1439731908171161602,wall,wall,NN,O
1439731908171161602,in,in,IN,O
1439731908171161602,the,the,DT,O
1439731908171161602,hospital,hospital,NN,O
1439731908171161602,’s,’s,POS,O
1439731908171161602,F,f,NN,O
1439731908171161602,-,-,HYPH,O
1439731908171161602,Link,link,NN,O
1439731908171161602,.,.,.,O
1439731908171161602,Call,call,VB,O
1439731908171161602,877,877,CD,NUMBER
1439731908171161602,-,-,HYPH,NUMBER
1439731908171161602,VA,VA,NNP,NUMBER
1439731908171161602,…,…,",",O
1439731826768089093,RT,rt,NN,O
1439731826768089093,@allergytonews,@allergytonews,NNS,HANDLE
1439731826768089093,:,:,:,O
1439731826768089093,#Vietnam,#Vietnam,NNP,O
1439731826768089093,approves,approve,VBZ,O
1439731826768089093,#Cuba,#Cuba,NNP,O
1439731826768089093,'s,'s,POS,O
1439731826768089093,#Abdala,#Abdala,NNP,O
1439731826768089093,#Covid,#Covid,NNP,O
1439731826768089093,-,-,HYPH,O
1439731826768089093,19,19,NNP,O
1439731826768089093,vaccine,vaccine,NN,O
1439731826768089093,as,as,IN,O
1439731826768089093,country,country,NN,O
1439731826768089093,battles,battle,NNS,O
1439731826768089093,deadly,deadly,JJ,O
1439731826768089093,outbreak,outbreak,NN,O
1439731826768089093,#Coronavirus,#Coronavirus,NNP,O
1439731826768089093,#COVID19,#COVID19,NNP,O
1439731826768089093,#Covid19Vac,#Covid19Vac,NNP,O
1439731826768089093,…,…,",",O
1439730491976925187,The,the,DT,O
1439730491976925187,U.K.,U.K.,NNP,LOCATION
1439730491976925187,joins,join,VBZ,O
1439730491976925187,the,the,DT,O
1439730491976925187,U.S.,U.S.,NNP,COUNTRY
1439730491976925187,",",",",",",O
1439730491976925187,Israel,Israel,NNP,COUNTRY
1439730491976925187,",",",",",",O
1439730491976925187,and,and,CC,O
1439730491976925187,others,other,NNS,O
1439730491976925187,in,in,IN,O
1439730491976925187,offering,offer,VBG,O
1439730491976925187,#COVID19,#covid19,NN,O
1439730491976925187,vaccine,vaccine,NN,O
1439730491976925187,booster,booster,NN,O
1439730491976925187,shots,shot,NNS,O
1439730491976925187,.,.,.,O
1439730491976925187,Read,read,VB,O
1439730491976925187,more,more,JJR,O
1439730491976925187,here,here,RB,O
1439730491976925187,:,:,:,O
1439730491976925187,…,…,",",O
1439730491976925187,https://t.co/BcIWAUWLDY,https://t.co/bciwauwldy,ADD,URL
1439730357482500096,RT,rt,NN,O
1439730357482500096,@QAValley,@qavalley,NN,HANDLE
1439730357482500096,:,:,:,O
1439730357482500096,10,10,CD,NUMBER
1439730357482500096,Enterprise,enterprise,NN,O
1439730357482500096,AI,ai,NN,O
1439730357482500096,and,and,CC,O
1439730357482500096,ML,ML,NNP,O
1439730357482500096,Trends,Trends,NNPS,O
1439730357482500096,to,to,TO,O
1439730357482500096,Watch,watch,VB,O
1439730357482500096,in,in,IN,O
1439730357482500096,2021,2021,CD,DATE
1439730357482500096,https://t.co/bWQLGjdE62,https://t.co/bwqlgjde62,ADD,URL
1439730357482500096,#ArtificialIntelligence,#artificialintelligence,NN,O
1439730357482500096,#MachineLearning,#machinelearning,NN,O
1439730357482500096,#COVID19,#covid19,NN,O
1439730357482500096,#,#,NN,O
1439730357482500096,p,p,NN,O
1439730357482500096,…,…,",",O
1439730333218336771,RT,rt,NN,O
1439730333218336771,@QAValley,@qavalley,NN,HANDLE
1439730333218336771,:,:,:,O
1439730333218336771,10,10,CD,NUMBER
1439730333218336771,Enterprise,enterprise,NN,O
1439730333218336771,AI,ai,NN,O
1439730333218336771,and,and,CC,O
1439730333218336771,ML,ML,NNP,O
1439730333218336771,Trends,Trends,NNPS,O
1439730333218336771,to,to,TO,O
1439730333218336771,Watch,watch,VB,O
1439730333218336771,in,in,IN,O
1439730333218336771,2021,2021,CD,DATE
1439730333218336771,https://t.co/bWQLGjdE62,https://t.co/bwqlgjde62,ADD,URL
1439730333218336771,#ArtificialIntelligence,#artificialintelligence,NN,O
1439730333218336771,#MachineLearning,#machinelearning,NN,O
1439730333218336771,#COVID19,#covid19,NN,O
1439730333218336771,#,#,NN,O
1439730333218336771,p,p,NN,O
1439730333218336771,…,…,",",O
1439729256632754178,RT,rt,NN,O
1439729256632754178,@TRADOC,@tradoc,NN,HANDLE
1439729256632754178,:,:,:,O
1439729256632754178,A,a,DT,O
1439729256632754178,nearly,nearly,RB,O
1439729256632754178,fatal,fatal,JJ,O
1439729256632754178,bout,bout,NN,O
1439729256632754178,with,with,IN,O
1439729256632754178,COVID,covid,NN,MISC
1439729256632754178,-,-,HYPH,MISC
1439729256632754178,19,19,CD,MISC
1439729256632754178,drove,drive,VBD,O
1439729256632754178,the,the,DT,O
1439729256632754178,Harris,Harris,NNP,PERSON
1439729256632754178,family,family,NN,O
1439729256632754178,to,to,TO,O
1439729256632754178,do,do,VB,O
1439729256632754178,something,something,NN,O
1439729256632754178,they,they,PRP,O
1439729256632754178,had,have,VBD,O
1439729256632754178,been,be,VBN,O
1439729256632754178,on,on,IN,O
1439729256632754178,the,the,DT,O
1439729256632754178,fence,fence,NN,O
1439729256632754178,about,about,RB,O
1439729256632754178,before,before,RB,O
1439729256632754178,.,.,.,O
1439729256632754178,They,they,PRP,O
1439729256632754178,got,get,VBD,O
1439729256632754178,the,the,DT,O
1439729256632754178,…,…,",",O
1439728744000733186,RT,rt,NN,O
1439728744000733186,@TRADOC,@tradoc,NN,HANDLE
1439728744000733186,:,:,:,O
1439728744000733186,A,a,DT,O
1439728744000733186,nearly,nearly,RB,O
1439728744000733186,fatal,fatal,JJ,O
1439728744000733186,bout,bout,NN,O
1439728744000733186,with,with,IN,O
1439728744000733186,COVID,covid,NN,MISC
1439728744000733186,-,-,HYPH,MISC
1439728744000733186,19,19,CD,MISC
1439728744000733186,drove,drive,VBD,O
1439728744000733186,the,the,DT,O
1439728744000733186,Harris,Harris,NNP,PERSON
1439728744000733186,family,family,NN,O
1439728744000733186,to,to,TO,O
1439728744000733186,do,do,VB,O
1439728744000733186,something,something,NN,O
1439728744000733186,they,they,PRP,O
1439728744000733186,had,have,VBD,O
1439728744000733186,been,be,VBN,O
1439728744000733186,on,on,IN,O
1439728744000733186,the,the,DT,O
1439728744000733186,fence,fence,NN,O
1439728744000733186,about,about,RB,O
1439728744000733186,before,before,RB,O
1439728744000733186,.,.,.,O
1439728744000733186,They,they,PRP,O
1439728744000733186,got,get,VBD,O
1439728744000733186,the,the,DT,O
1439728744000733186,…,…,",",O
1439727895379906560,RT,rt,NN,O
1439727895379906560,@MSF_canada,@msf_canada,NN,HANDLE
1439727895379906560,:,:,:,O
1439727895379906560,“,“,``,O
1439727895379906560,Less,less,JJR,O
1439727895379906560,wealthy,wealthy,JJ,O
1439727895379906560,countries,country,NNS,O
1439727895379906560,should,should,MD,O
1439727895379906560,not,not,RB,O
1439727895379906560,be,be,VB,O
1439727895379906560,dumping,dump,VBG,O
1439727895379906560,grounds,grounds,NNS,O
1439727895379906560,for,for,IN,O
1439727895379906560,(,(,-LRB-,O
1439727895379906560,#COVID19Vaccine,#covid19vaccine,NN,O
1439727895379906560,),),-RRB-,O
1439727895379906560,doses,dose,NNS,O
1439727895379906560,on,on,IN,O
1439727895379906560,the,the,DT,O
1439727895379906560,cusp,cusp,NN,O
1439727895379906560,of,of,IN,O
1439727895379906560,expiry,expiry,NN,O
1439727895379906560,"""","""",'',O
1439727895379906560,says,say,VBZ,O
1439727895379906560,@jwnickerson,@jwnickerson,NN,HANDLE
1439727895379906560,…,…,",",O
1439725993204326400,A,a,DT,O
1439725993204326400,nearly,nearly,RB,O
1439725993204326400,fatal,fatal,JJ,O
1439725993204326400,bout,bout,NN,O
1439725993204326400,with,with,IN,O
1439725993204326400,COVID,covid,NN,MISC
1439725993204326400,-,-,HYPH,MISC
1439725993204326400,19,19,CD,MISC
1439725993204326400,drove,drive,VBD,O
1439725993204326400,the,the,DT,O
1439725993204326400,Harris,Harris,NNP,PERSON
1439725993204326400,family,family,NN,O
1439725993204326400,to,to,TO,O
1439725993204326400,do,do,VB,O
1439725993204326400,something,something,NN,O
1439725993204326400,they,they,PRP,O
1439725993204326400,had,have,VBD,O
1439725993204326400,been,be,VBN,O
1439725993204326400,on,on,IN,O
1439725993204326400,the,the,DT,O
1439725993204326400,fence,fence,NN,O
1439725993204326400,about,about,RB,O
1439725993204326400,before,before,RB,O
1439725993204326400,.,.,.,O
1439725993204326400,…,…,",",O
1439725993204326400,https://t.co/uouR7PZ7Y7,https://t.co/uour7pz7y7,ADD,URL
1439724834343342080,RT,rt,NN,O
1439724834343342080,@blackwomenviews,@blackwomenviews,NNS,HANDLE
1439724834343342080,:,:,:,O
1439724834343342080,Tweeting,tweet,VBG,O
1439724834343342080,this,this,DT,O
1439724834343342080,"""","""",``,O
1439724834343342080,Black,black,JJ,O
1439724834343342080,COVID,covid,NN,O
1439724834343342080,-,-,HYPH,O
1439724834343342080,19,19,CD,O
1439724834343342080,Experts,expert,NNS,O
1439724834343342080,"""","""",'',O
1439724834343342080,list,list,NN,O
1439724834343342080,again,again,RB,O
1439724834343342080,for,for,IN,O
1439724834343342080,those,those,DT,O
1439724834343342080,interested,interested,JJ,O
1439724834343342080,in,in,IN,O
1439724834343342080,following,follow,VBG,O
1439724834343342080,trustworthy,trustworthy,JJ,O
1439724834343342080,leaders,leader,NNS,O
1439724834343342080,in,in,IN,O
1439724834343342080,the,the,DT,O
1439724834343342080,medical,medical,JJ,O
1439724834343342080,…,…,",",O
1439724737639419905,The,the,DT,O
1439724737639419905,#FDA,#FDA,NNP,O
1439724737639419905,has,have,VBZ,O
1439724737639419905,scheduled,schedule,VBN,O
1439724737639419905,a,a,DT,O
1439724737639419905,virtual,virtual,JJ,O
1439724737639419905,meeting,meeting,NN,O
1439724737639419905,of,of,IN,O
1439724737639419905,its,its,PRP$,O
1439724737639419905,Vaccines,vaccine,NNS,O
1439724737639419905,and,and,CC,O
1439724737639419905,Related,related,JJ,ORGANIZATION
1439724737639419905,Biological,Biological,NNP,ORGANIZATION
1439724737639419905,Products,Products,NNPS,ORGANIZATION
1439724737639419905,Advisory,Advisory,NNP,ORGANIZATION
1439724737639419905,Committee,Committee,NNP,ORGANIZATION
1439724737639419905,to,to,IN,O
1439724737639419905,disc,disc,NN,O
1439724737639419905,…,…,",",O
1439724737639419905,https://t.co/PPSiCiCl18,https://t.co/ppsicicl18,ADD,URL
1439724356209233921,RT,rt,NN,O
1439724356209233921,@blackwomenviews,@blackwomenviews,NNS,HANDLE
1439724356209233921,:,:,:,O
1439724356209233921,Tweeting,tweet,VBG,O
1439724356209233921,this,this,DT,O
1439724356209233921,"""","""",``,O
1439724356209233921,Black,black,JJ,O
1439724356209233921,COVID,covid,NN,O
1439724356209233921,-,-,HYPH,O
1439724356209233921,19,19,CD,O
1439724356209233921,Experts,expert,NNS,O
1439724356209233921,"""","""",'',O
1439724356209233921,list,list,NN,O
1439724356209233921,again,again,RB,O
1439724356209233921,for,for,IN,O
1439724356209233921,those,those,DT,O
1439724356209233921,interested,interested,JJ,O
1439724356209233921,in,in,IN,O
1439724356209233921,following,follow,VBG,O
1439724356209233921,trustworthy,trustworthy,JJ,O
1439724356209233921,leaders,leader,NNS,O
1439724356209233921,in,in,IN,O
1439724356209233921,the,the,DT,O
1439724356209233921,medical,medical,JJ,O
1439724356209233921,…,…,",",O
1439723515582767105,Maple,Maple,NNP,LOCATION
1439723515582767105,Community,Community,NNP,LOCATION
1439723515582767105,Centre,Centre,NNP,LOCATION
1439723515582767105,in,in,IN,O
1439723515582767105,Maple,Maple,NNP,LOCATION
1439723515582767105,[,[,-LRB-,LOCATION
1439723515582767105,York,York,NNP,CITY
1439723515582767105,health,health,NN,O
1439723515582767105,unit,unit,NN,O
1439723515582767105,],],-RRB-,O
1439723515582767105,175,175,CD,NUMBER
1439723515582767105,1st,1st,NN,ORDINAL
1439723515582767105,dose,dose,NN,O
1439723515582767105,spots,spot,NNS,O
1439723515582767105,added,add,VBD,O
1439723515582767105,First,first,RB,ORDINAL
1439723515582767105,available,available,JJ,O
1439723515582767105,date,date,NN,O
1439723515582767105,is,be,VBZ,O
1439723515582767105,2021-09-20,2021-09-20,CD,DATE
1439723515582767105,Book,Book,NNP,O
1439723515582767105,…,…,",",O
1439723515582767105,https://t.co/d4ktNIt5d1,https://t.co/d4ktnit5d1,ADD,URL
1439721436164263938,RT,rt,NN,O
1439721436164263938,@Rosemary_Murphy,@rosemary_murphy,NN,HANDLE
1439721436164263938,:,:,:,O
1439721436164263938,Heartfelt,heartfelt,JJ,O
1439721436164263938,thanks,thanks,NNS,O
1439721436164263938,to,to,IN,O
1439721436164263938,everyone,everyone,NN,O
1439721436164263938,who,who,WP,O
1439721436164263938,shared,share,VBD,O
1439721436164263938,my,my,PRP$,O
1439721436164263938,#COVID19Vaccine,#covid19vaccine,NN,O
1439721436164263938,thread,thread,NN,O
1439721436164263938,&,&,CC,O
1439721436164263938,sent,send,VBN,O
1439721436164263938,messages,message,NNS,O
1439721436164263938,of,of,IN,O
1439721436164263938,support,support,NN,O
1439721436164263938,/,/,HYPH,O
1439721436164263938,congratulations,congratulation,NNS,O
1439721436164263938,.,.,.,O
1439721436164263938,Still,still,RB,O
1439721436164263938,ha,ha,UH,O
1439721436164263938,…,…,",",O
1439720977873657863,On,on,IN,O
1439720977873657863,August,August,NNP,DATE
1439720977873657863,23,23,CD,DATE
1439720977873657863,",",",",",",DATE
1439720977873657863,2021,2021,CD,DATE
1439720977873657863,",",",",",",O
1439720977873657863,our,we,PRP$,O
1439720977873657863,country,country,NN,O
1439720977873657863,reached,reach,VBD,O
1439720977873657863,an,a,DT,O
1439720977873657863,important,important,JJ,O
1439720977873657863,milestone,milestone,NN,O
1439720977873657863,in,in,IN,O
1439720977873657863,our,we,PRP$,O
1439720977873657863,fight,fight,NN,O
1439720977873657863,against,against,IN,O
1439720977873657863,the,the,DT,O
1439720977873657863,pandemic,pandemic,NN,O
1439720977873657863,:,:,:,O
1439720977873657863,the,the,DT,O
